Title,Author,Link,Date
Uniphore A Unicorn As Startup Closes Largest Ever Funding Round For Call Center AI,Lance Eliot,https://www.forbes.com/sites/kenrickcai/2022/02/15/uniphore-series-e-largest-funding-round-for-call-center-ai/,2022-02-15
Xilinx Targets The Core Functions Of Future EVs/AVs,Kenrick Cai,https://www.forbes.com/sites/tiriasresearch/2022/02/15/xilinx-targets-the-core-functions-of-future-evsavs/,2022-02-15
"‘Human-Centered AI,’ An In-Depth Study Of The Current State Of The Artificial Intelligence Concept",Naveen Joshi,https://www.forbes.com/sites/davidteich/2022/02/15/human-centered-ai-an-in-depth-study-of-the-current-state-of-the-artificial-intelligence-concept/,2022-02-15
Meet The Startup Behind The Robot ‘Dogs’ Set To Patrol The Southern Border,Johan Moreno,https://www.forbes.com/sites/amyfeldman/2022/02/15/meet-the-startup-behind-the-robot-dogs-set-to-patrol-the-southern-border/,2022-02-14
Aurora Teams Up With U.S. Xpress On Robot Truck Strategy,Rashi Shrivastava,https://www.forbes.com/sites/alanohnsman/2022/02/14/aurora-teams-up-with-us-xpress-on-robot-truck-strategy/,2022-02-14
Forever In Love And In Love With Forever: Introducing The World’s First True Longevity Couple,Amy Feldman,https://www.forbes.com/sites/alexzhavoronkov/2022/02/14/forever-in-love-and-in-love-with-forever-introducing-the-worlds-first-true-longevity-couple/,2022-02-14
How Telecom Companies Can Leverage Machine Learning To Boost Their Profits,Michael Ashley,https://www.forbes.com/sites/naveenjoshi/2022/02/14/how-telecom-companies-can-leverage-machine-learning-to-boost-their-profits/,2022-02-14
What Is Social Media 2.0? Simple Explanation And Examples,Brad Templeton,https://www.forbes.com/sites/bernardmarr/2022/02/14/what-is-social-media-20-simple-explanation-and-examples/,2022-02-13
Language Is The Next Great Frontier In AI,Bernard Marr,https://www.forbes.com/sites/robtoews/2022/02/13/language-is-the-next-great-frontier-in-ai/,2022-02-13
The Ethical AI Question Of Whether Self-Driving Cars Ought To Be A Good Samaritan And Forewarn When Human-Driven Cars Are Going To Crash Into Each Other,Johan Moreno,https://www.forbes.com/sites/lanceeliot/2022/02/13/the-ethical-ai-question-of-whether-self-driving-cars-ought-to-be-a-good-samaritan-and-forewarn-when-human-driven-cars-are-going-to-crash-into-each-other/,2022-02-10
IBM Announces Quantum Computing Partnership With Quebec,Karl Freund,https://www.forbes.com/sites/tiriasresearch/2022/02/10/ibm-announces-quantum-computing-partnership-with-quebec/,2022-02-10
"Football Taunting Penalties Expected At Super Bowl Which Brings Up Catchy Ethical AI Taunting Possibilities, Including For Autonomous Self-Driving Cars",Heather Wishart-Smith,https://www.forbes.com/sites/lanceeliot/2022/02/10/football-taunting-penalties-expected-at-super-bowl-which-brings-up-catchy-ethical-ai-taunting-possibilities-including-for-autonomous-self-driving-cars/,2022-02-10
"On AI Ethics: Wendy Foster, Director Of Engineering And Data Science At Shopify",Naveen Joshi,https://www.forbes.com/sites/aparnadhinakaran/2022/02/10/on-ai-ethics-wendy-foster-director-of-engineering-and-data-science-at-shopify/,2022-02-10
Tesla Is Crazy To Not Make Full Use Of Maps To Improve ‘F’ Self-Driving,Bernard Marr,https://www.forbes.com/sites/bradtempleton/2022/02/10/tesla-is-crazy-to-not-make-full-use-of-maps-to-improve-f-self-driving/,2022-02-10
Can Smart Cities Be Inclusive?,Lance Eliot,https://www.forbes.com/sites/naveenjoshi/2022/02/10/can-smart-cities-be-inclusive/,2022-02-09
Nadal Vs. Medvedev Vs AI,Johan Moreno,https://www.forbes.com/sites/arunshastri/2022/02/09/nadal-vs-medvedev-vs-ai/,2022-02-09
What’s Next After Nvidia Ends Quest To Acquire Arm From Softbank,Beth Kindig,https://www.forbes.com/sites/tiriasresearch/2022/02/09/whats-next-after-nvidia-ends-quest-to-acquire-arm-from-softbank/,2022-02-09
California Robocar ‘Disengagement’ Reports Tell Us A Little,Bernard Marr,https://www.forbes.com/sites/bradtempleton/2022/02/09/california-robocar-disengagement-reports-tell-us-a-little/,2022-02-09
How AI And Aging Research Can Help Life Insurance Companies?,Lance Eliot,https://www.forbes.com/sites/alexzhavoronkov/2022/02/09/how-ai-and-aging-research-can-help-life-insurance-companies/,2022-02-09
DataRobot’s Former CEO Launches Two Startups And A VC Fund From Ukraine,Jim McGregor,https://www.forbes.com/sites/kenrickcai/2022/02/09/jeremy-achin-datarobot-former-ceo-new-startups-vc-fund-ukraine/,2022-02-09
Can Next-Generation Simulation Build A Better Self-Driving Car? This AI Upstart Thinks So,Greg Gardner,https://www.forbes.com/sites/alanohnsman/2022/02/09/can-next-generation-simulation-build-a-better-self-driving-car-this-ai-upstart-thinks-so/,2022-02-08
New Startup PlugForward Utilizing Data To Help Creators Monetize Their Value Through Entrepreneurship,Charles Towers-Clark,https://www.forbes.com/sites/mikebugembe/2022/02/08/new-startup-plugforward-utilizing-data-to-help-creators-monetize-their-value-through-entrepreneurship/,2022-02-07
Survey Of AI Teams Points To Promise And Peril Ahead,Jim McGregor,https://www.forbes.com/sites/aparnadhinakaran/2022/02/07/survey-of-ai-teams-points-to-promise-and-peril-ahead/,2022-02-07
The Ethical Debate About Whether AI Ought To Warn You When The Self-Driving Car That You Are Riding In Is About To Crash,Sam Abuelsamid,https://www.forbes.com/sites/lanceeliot/2022/02/07/the-ethical-debate-about-whether-ai-ought-to-warn-you-when-the-self-driving-car-that-you-are-riding-in-is-about-to-crash/,2022-02-07
"Don’t Play It Safe: Innovation, Pursuing Your Passions And The Value Of Teachers",Alan Ohnsman,https://www.forbes.com/sites/heatherwishartsmith/2022/02/07/dont-play-it-safe-innovation-pursuing-your-passions-and-the-value-of-teachers/,2022-02-07
Don’t Let The Old Man In: How To Develop A Longevity Mindset And Fight Psychological Aging?,Kenrick Cai,https://www.forbes.com/sites/alexzhavoronkov/2022/02/07/dont-let-the-old-man-in-how-to-develop-a-longevity-mindset-and-fight-psychological-aging/,2022-02-06
How Computer Vision Can Create Smart Transportation Systems,Jim McGregor,https://www.forbes.com/sites/naveenjoshi/2022/02/06/how-computer-vision-can-create-smart-transportation-systems/,2022-02-04
How The Path From Digital Automation To Autonomy Will Disrupt Enterprise In 2022,David A. Teich,https://www.forbes.com/sites/markminevich/2022/02/04/how-the-path-from-digital-automation-to-autonomy-will-disrupt-enterprise-in-2022/,2022-02-04
Strict Literal Interpretation Is A Hardheaded Drawback Of Machine Learning And Likewise Bad For AI Self-Driving Cars,Amy Feldman,https://www.forbes.com/sites/lanceeliot/2022/02/04/strict-literal-interpretation-is-a-hardheaded-drawback-of-machine-learning-and-likewise-bad-for-ai-self-driving-cars/,2022-02-04
GG Care Aims To Make Amazon Alexa A Powerful Tool For Managing Young-Onset Alzheimer’s,Alan Ohnsman,https://www.forbes.com/sites/gusalexiou/2022/02/04/gg-care-aims-to-make-amazon-alexa-a-powerful-tool-for-managing-young-onset-alzheimers/,2022-02-03
Artificial Intelligence And Dental Insurance – It Is More Than A Focus On Radiology And Fraud,"Alex Zhavoronkov, PhD",https://www.forbes.com/sites/davidteich/2022/02/03/artificial-intelligence-and-dental-insurance--it-is-more-than-a-focus-on-radiology-and-fraud/,2022-02-03
Does AI Improve Human Judgment?,Naveen Joshi,https://www.forbes.com/sites/naveenjoshi/2022/02/03/does-ai-improve-human-judgment/,2022-02-02
How Telecom Companies Can Leverage Machine Learning To Boost Their Profits,Bernard Marr,https://www.forbes.com/sites/naveenjoshi/2022/02/02/how-telecom-companies-can-leverage-machine-learning-to-boost-their-profits/,2022-02-02
The Rise Of The AI-Enabled Practitioner,Rob Toews,https://www.forbes.com/sites/nishatalagala/2022/02/02/the-rise-of-the-ai-enabled-practitioner/,2022-02-02
New Travel Company Aims To Ease Pandemic Pains And Disrupt The Industry,Lance Eliot,https://www.forbes.com/sites/irenelevine/2022/02/02/new-travel-company-aims-to-ease-pandemic-pains-and-disrupt-the-industry/,2022-02-02
TuSimple To Haul Freight For Union Pacific In ‘Driver Out’ Robot Trucks,Jim McGregor,https://www.forbes.com/sites/alanohnsman/2022/02/02/tusimple-to-haul-freight-for-union-pacific-in-driver-out-robot-trucks/,2022-02-01
Feds Make Tesla Remove ‘Rolling Stops.’ It’s A Terrible Decision,Lance Eliot,https://www.forbes.com/sites/bradtempleton/2022/02/01/feds-make-tesla-remove-rolling-stops-its-a-terrible-decision/,2022-02-01
Accelerating Growth Using AI - A Look At Complexity And The Metaverse : Blog Series 1/5,Aparna Dhinakaran,https://www.forbes.com/sites/cindygordon/2022/02/01/accelerating-growth-using-aia-look-at-complexity-and-the-metaverse--blog-series-15/,2022-02-01
GM-Backed Cruise Launches Driverless Ride Service In San Francisco,Brad Templeton,https://www.forbes.com/sites/alanohnsman/2022/02/01/gm-backed-cruise-launches-driverless-ride-service-in-san-francisco/,2022-02-01
Exploring Those Ethical AI Forebodings About Veritable Societal Imprisonment Via Modern Day Autonomous Mobilized Panopticons Courtesy Of AI-Based Self-Driving Cars,Naveen Joshi,https://www.forbes.com/sites/lanceeliot/2022/02/01/exploring-those-ethical-ai-forebodings-about-veritable-societal-imprisonment-via-modern-day-autonomous-mobilized-panopticons-courtesy-of-ai-based-self-driving-cars/,2022-01-31
Popular YouTube Comedy Duo Rhett & Link Are Heading To Food Network,Arun Shastri,https://www.forbes.com/sites/johanmoreno/2022/01/31/popular-youtube-comedy-duo-rhett--linkare-heading-to-food-network/,2022-01-31
Cruise’s Vogt Says Autonomous Driving Business Plans On Track After CEO Shakeup,Kevin Krewell,https://www.forbes.com/sites/alanohnsman/2022/01/31/cruises-vogt-says-autonomous-driving-business-plans-on-track-after-ceo-shakeup/,2022-01-31
The Future Of Medicine: Fighting Deadly Diseases With Smart Devices And Digital Biomarkers,Brad Templeton,https://www.forbes.com/sites/ganeskesari/2022/01/31/the-future-of-medicine-fighting-deadly-diseases-with-smart-devices-and-digital-biomarkers/,2022-01-30
Looking For A Spotify Alternative? Here’s How YouTube Music Stacks Up Against The Competition,"Alex Zhavoronkov, PhD",https://www.forbes.com/sites/johanmoreno/2022/01/30/looking-for-a-spotify-alternative-heres-how-youtube-music-stacks-up-against-the-competition/,2022-01-30
How IoT Will Transform Household Chores In The Future,Kenrick Cai,https://www.forbes.com/sites/naveenjoshi/2022/01/30/how-iot-will-transform-household-chores-in-the-future/,2022-01-29
Google’s Connected TV Push May Expand With A Lower-Priced Chromecast,Alan Ohnsman,https://www.forbes.com/sites/johanmoreno/2022/01/29/googles-connected-tv-push-may-expand-with-a-lower-priced-chromecast/,2022-01-28
How To Reinvent Continuous Improvement With Intelligent Digital Twins In Manufacturing,Mike Bugembe,https://www.forbes.com/sites/markminevich/2022/01/28/how-to-reinvent-continuous-improvement-with-intelligent-digital-twins-in-manufacturing/,2022-01-27
Building The Metaverse,Aparna Dhinakaran,https://www.forbes.com/sites/tiriasresearch/2022/01/27/building-the-metaverse/,2022-01-27
"Some Insistent Hyper-Milers Say That AI Self-Driving Cars Should Be Forced To Drive Like Grandpa, But That’s Messed Up",Lance Eliot,https://www.forbes.com/sites/lanceeliot/2022/01/27/some-insistent-hyper-milers-say-that-ai-self-driving-cars-should-be-forced-to-drive-like-grandpa-but-thats-messed-up/,2022-01-27
Shelf Engine’s CEO On Disruptive Innovation Without Disruptive Adoption And The AI-Driven Future Of Grocery Retail,Heather Wishart-Smith,https://www.forbes.com/sites/aparnadhinakaran/2022/01/27/shelf-engines-ceo-on-disruptive-innovation-without-disruptive-adoption-and-the-ai-driven-future-of-grocery-retail/,2022-01-27
AI And Optimism: Jim Mellon Wants Us All To Live Longer,"Alex Zhavoronkov, PhD",https://www.forbes.com/sites/calumchace/2022/01/27/ai-and-optimism-jim-mellon-wants-us-all-to-live-longer/,2022-01-27
"Wisdom, Empathy, & Evaluation: Why Education Needs To Shift Focus In The Digital Age",Naveen Joshi,https://www.forbes.com/sites/charlestowersclark/2022/01/27/wisdom-empathy--evaluation-why-education-needs-to-shift-focus-in-the-digital-age/,2022-01-26
"How AR, Computer Vision And AI Coalesce For Smart City Cleaning",Mark Minevich,https://www.forbes.com/sites/naveenjoshi/2022/01/26/how-ar-computer-vision-and-ai-coalesce-for-smart-city-cleaning/,2022-01-26
Analysts Speculate Google Might Acquire Peloton. Could It Happen?,Lance Eliot,https://www.forbes.com/sites/johanmoreno/2022/01/26/analysts-speculate-google-might-acquire-peloton-could-it-happen/,2022-01-25
"Super-Apps, Hyper-Personalization And Traversing The Metaverse: 2022 Mobile Predictions",Gus Alexiou,https://www.forbes.com/sites/eladnatanson/2022/01/25/super-apps-hyper-personalization-and-traversing-the-metaverse-2022-mobile-predictions/,2022-01-25
Intel’s MobilEye Levels Up To Take On Tesla And Others In Self-Driving,David A. Teich,https://www.forbes.com/sites/bradtempleton/2022/01/25/intels-mobileye-levels-up-to-take-on-tesla-and-others-in-self-driving/,2022-01-25
Advancing AI In Telecommunications: Where Are You In Your Modernization Strategy?,Naveen Joshi,https://www.forbes.com/sites/cindygordon/2022/01/25/advancing-ai-in-telecommunications-where-are-you-in-your-modernization-strategy/,2022-01-25
Bosch And VW Group To Co-Develop Hands-Free Driving Tech,Naveen Joshi,https://www.forbes.com/sites/samabuelsamid/2022/01/25/bosch-and-vw-group-to-co-develop-hands-free-driving-assist/,2022-01-25
The 10 Biggest Future Trends In Manufacturing,Nisha Talagala,https://www.forbes.com/sites/bernardmarr/2022/01/25/the-10-biggest-future-trends-in-manufacturing/,2022-01-24
PC Chipmakers Face Off At CES 2022,Irene S. Levine,https://www.forbes.com/sites/tiriasresearch/2022/01/24/pc-chipmakers-face-off-at-ces-2022/,2022-01-23
"That Viral Video Of A Tycoon Driving At Speeds Over 250 Miles Per Hour On Public Roadways Is Quite Hair Raising, Even For AI Self-Driving Cars",Alan Ohnsman,https://www.forbes.com/sites/lanceeliot/2022/01/23/that-viral-video-of-a-tycoon-driving-at-speeds-over-250-miles-per-hour-on-public-roadways-is-quite-hair-raising-even-for-ai-self-driving-cars/,2022-01-22
Why User Education Is Necessary To Avoid AI Failure,Brad Templeton,https://www.forbes.com/sites/naveenjoshi/2022/01/22/why-user-education-is-necessary-to-avoid-ai-failure/,2022-01-22
How The US Department Of Energy Is Transforming AI,Cindy Gordon,https://www.forbes.com/sites/cognitiveworld/2022/01/22/how-the-us-department-of-energy-is-transforming-ai/,2022-01-21
Cybersecurity in 2022 – A Fresh Look at Some Very Alarming Stats,Alan Ohnsman,https://www.forbes.com/sites/chuckbrooks/2022/01/21/cybersecurity-in-2022--a-fresh-look-at-some-very-alarming-stats/,2022-01-21
Intel To Build Mega-Site In Ohio,Lance Eliot,https://www.forbes.com/sites/tiriasresearch/2022/01/21/intel-to-build-mega-site-in-ohio/,2022-01-20
Cambrian-AI 2022 Predictions: Expect More Than Just New Chips,Johan Moreno,https://www.forbes.com/sites/karlfreund/2022/01/20/cambrian-ai-2022-predictions-expect-more-than-just-new-chips/,2022-01-20
"Downtrodden Icey Packed Snow Slushing Over The Curb That Irritatingly Hampers Your Driving While Making Turns Is Known As Sneckdown, Raising A Flurry Of Vexing Questions For AI Self-Driving Cars",Alan Ohnsman,https://www.forbes.com/sites/lanceeliot/2022/01/20/downtrodden-icey-packed-snow-slushing-over-the-curb-that-irritatingly-hampers-your-driving-while-making-turns-is-known-as-sneckdown-raising-a-flurry-of-vexing-questions-for-ai-self-driving-cars/,2022-01-20
"Community Of AI Researchers, Practitioners Calls For Stringency In Toronto Police Services Board’s Use Of AI Technologies Policy",Ganes Kesari,https://www.forbes.com/sites/hessiejones/2022/01/20/community-of-ai-researchers-practitioners-calls-for-stringency-in-toronto-police-services-boards-use-of-ai-technologies-policy/,2022-01-20
"Mercedes Signs On To Use Luminar Lidar In Its Luxury Cars, Invests In Laser Sensor Maker",Johan Moreno,https://www.forbes.com/sites/alanohnsman/2022/01/20/mercedes-signs-on-to-use-luminar-lidar-in-luxury-cars-invests-in-laser-sensor-maker/,2022-01-20
Under 30 Alum Sean Petterson’s StrongArm Tech Raises $50 Million For Industrial Wearables To Reduce Workers’ Injuries,Naveen Joshi,https://www.forbes.com/sites/amyfeldman/2022/01/20/under-30-alum-sean-pettersons-strongarm-tech-raises-50-million-for-industrial-wearables-to-reduce-workers-injuries/,2022-01-20
3 Lesser-Known Domestic Robotics Applications In Smart Cities,Johan Moreno,https://www.forbes.com/sites/naveenjoshi/2022/01/20/3-lesser-known-domestic-robotics-applications-in-smart-cities/,2022-01-20
PC Gaming Takes Center Stage At CES 2022,Mark Minevich,https://www.forbes.com/sites/tiriasresearch/2022/01/20/pc-gaming-takes-center-stage-at-ces-2022/,2022-01-20
"Consumer Reports Cites Only Ford, GM As Offering Effective Driver Monitoring Tech",Kevin Krewell,https://www.forbes.com/sites/greggardner/2022/01/20/consumer-reports-cites-only-ford-gm-as-offering-effective-driver-monitoring-tech/,2022-01-19
"YouTube Winding Down Originals, Announces Departure Of Top Programming Executive",Lance Eliot,https://www.forbes.com/sites/johanmoreno/2022/01/19/youtube-winding-down-originals-announces-departure-of-top-programming-executive/,2022-01-19
AMD Expands Pro Graphics Option For CAD,Aparna Dhinakaran,https://www.forbes.com/sites/tiriasresearch/2022/01/19/amd-expands-pro-graphics-option-for-cad/,2022-01-19
"SpaceX Veterans Aim To Shake Up Freight Rail With Electric, Robotic Trains",Calum Chace,https://www.forbes.com/sites/alanohnsman/2022/01/19/spacex-veterans-aim-to-shake-up-freight-rail-with-electric-robotic-trains/,2022-01-19
Synopsys Targets Automotive With ARC Functional Safety Processors,Charles Towers-Clark,https://www.forbes.com/sites/tiriasresearch/2022/01/19/synopsys-targets-automotive-with-arc-functional-safety-processors/,2022-01-18
Research Project Will Study How AI Can Be Used In Creative Collaboration,Naveen Joshi,https://www.forbes.com/sites/evaamsen/2022/01/18/research-project-will-study-how-ai-can-be-used-in-creative-collaboration/,2022-01-18
"Risk, Return, Redemption: A Different Kind Of Impact Investing",Johan Moreno,https://www.forbes.com/sites/heatherwishartsmith/2022/01/18/risk-return-redemption-a-different-kind-of-impact-investing/,2022-01-18
AI Creates Job Disruption But Not Job Destruction,Elad Natanson,https://www.forbes.com/sites/adigaskell/2022/01/18/ai-creates-job-disruption-but-not-job-destruction/,2022-01-18
Two Self-Driving Shuttle Companies Fail In One Week. What Does It Bode?,Brad Templeton,https://www.forbes.com/sites/bradtempleton/2022/01/18/two-self-driving-shuttle-companies-fail-in-one-week--what-does-it-bode/,2022-01-17
"Latest Jolting AI Ethics Concern Is That AI Can Inextricably Embody Political Biases, Including Even In The Innocuous Case Of AI-Based Self-Driving Cars",Cindy Gordon,https://www.forbes.com/sites/lanceeliot/2022/01/17/latest-jolting-ai-ethics-concern-is-that-ai-can-inextricably-embody-political-biases-including-even-in-the-innocuous-case-of-ai-based-self-driving-cars/,2022-01-16
AI Innovations Accelerated By Government And Business Leadership Fight Against COVID-19.,Sam Abuelsamid,https://www.forbes.com/sites/cindygordon/2022/01/16/ai-innovations-accelerated-by-government-and-business-leadership-fight-against-covid-19/,2022-01-16
3 Key Differences Between AI And Robotics,Bernard Marr,https://www.forbes.com/sites/naveenjoshi/2022/01/16/3-key-differences-between-ai-and-robotics/,2022-01-14
Computing With Light,Kevin Krewell,https://www.forbes.com/sites/tomcoughlin/2022/01/14/computing-with-light/,2022-01-14
Here’s What That Engaging And Wildly Popular Game Wordle Can Teach You About AI Self-Driving Cars,Lance Eliot,https://www.forbes.com/sites/lanceeliot/2022/01/14/heres-what-that-engaging-and-wildly-popular-game-wordle-can-teach-you-about-ai-self-driving-cars/,2022-01-14
"Waymo, Freight Giant J.B. Hunt Forming Robot Truck Alliance",Naveen Joshi,https://www.forbes.com/sites/alanohnsman/2022/01/14/waymo-freight-giant-jb-hunt-forming-robot-truck-alliance/,2022-01-14
What Is The Value Of An Artist? For Tech Consultancy Thoughtworks—It’s A Lot,Kathleen Walch,https://www.forbes.com/sites/benjaminwolff/2022/01/14/what-is-the-value-of-an-artist-for-tech-consultancy-thoughtworks-its-a-lot/,2022-01-13
A Robocar Specialist Gives Tesla ‘Full Self-Drive’ An ‘F’,Chuck Brooks,https://www.forbes.com/sites/bradtempleton/2022/01/13/a-robocar-specialist-gives-tesla-full-self-drive-an-f/,2022-01-13
Five Things Every Enterprise Can Do To Ensure The Long-Term Success And Sustainability Of AI Initiatives,Jim McGregor,https://www.forbes.com/sites/aparnadhinakaran/2022/01/13/five-things-every-enterprise-can-do-to-ensure-the-long-term-success-and-sustainability-of-ai-initiatives/,2022-01-13
The Role Of The Connection In The Second Era Of The Connected Car,Karl Freund,https://www.forbes.com/sites/stevetengler/2022/01/13/the-role-of-the-connection-in-the-second-era-of-the-connected-car/,2022-01-12
"CEO Of $10 Billion Open-Source Company Elastic Steps Down, President Leaves",Lance Eliot,https://www.forbes.com/sites/davidjeans/2022/01/12/elastic-ceo-shay-banon-steps-down/,2022-01-12
Nature Is Sexist. Can Advances In Longevity Biotechnology Help Restore Reproductive Equality?,Hessie Jones,https://www.forbes.com/sites/alexzhavoronkov/2022/01/12/nature-is-sexist-can-advances-in-longevity-biotechnology-help--restore-reproductive-equality/,2022-01-12
"Variable Speed Limits Are Aiming To Help, But Can Confuse Human Drivers And Yet Are Easy-Peasy For AI Self-Driving Cars",Alan Ohnsman,https://www.forbes.com/sites/lanceeliot/2022/01/12/variable-speed-limits-are-aiming-to-help-but-can-confuse-human-drivers-and-yet-are-easy-peasy-for-ai-self-driving-cars/,2022-01-12
Can Humans Teach Robots To Think Like Us?,Amy Feldman,https://www.forbes.com/sites/naveenjoshi/2022/01/12/can-humans-teach-robots-to-think-like-us/,2022-01-12
How An Ethical AI Startup Makes A Triple-Bottom Line Impact,Naveen Joshi,https://www.forbes.com/sites/geristengel/2022/01/12/how-an-ethical-ai-startup-makes-a-triple-bottom-line-impact/,2022-01-11
Million-Qubit Quantum Computing? How SEEQC Plans To Scale Quantum Computers,Kevin Krewell,https://www.forbes.com/sites/johnkoetsier/2022/01/11/million-qubit-quantum-computing-how-seeqc-plans-to-scale-quantum-computers/,2022-01-11
The Robots Are Not Coming,Greg Gardner,https://www.forbes.com/sites/effibenmelech/2022/01/11/the-robots-are-not-coming/,2022-01-11
Tech Billionaire Romesh Wadhwani Replaces Himself As CEO As He Considers Taking SymphonyAI Public,Johan Moreno,https://www.forbes.com/sites/amyfeldman/2022/01/11/tech-billionaire-romesh-wadhwani-replaces-himself-as-ceo-as-he-considers-taking-symphonyai-public/,2022-01-10
U.S. Air Force Developing Robot ‘Dogs’ To Keep Runways Clear Of Hazardous Debris,Jim McGregor,https://www.forbes.com/sites/davidhambling/2022/01/10/robot-dogs-to-keep-usaf-runways-clear-of-hazardous-debris/,2022-01-09
Flagging Down A Roaming AI Self-Driving Car Robo-Taxi Might Not Be In The Cards,Alan Ohnsman,https://www.forbes.com/sites/lanceeliot/2022/01/09/flagging-down-a-roaming-ai-self-driving-car-robo-taxi-might-not-be-in-the-cards/,2022-01-09
How NOAA Is Applying AI Beyond Forecasting: Interview With Eric Kihn,Jim McGregor,https://www.forbes.com/sites/cognitiveworld/2022/01/09/how-noaa-is-applying-ai-beyond-forecasting-interview-with-eric-kihn/,2022-01-09
The Myriad Applications Of Ambient Intelligence In Healthcare,Eva Amsen,https://www.forbes.com/sites/naveenjoshi/2022/01/09/the-myriad-applications-of-ambient-intelligence-in-healthcare/,2022-01-06
A Return To The Robot Tax Debate,Heather Wishart-Smith,https://www.forbes.com/sites/arunshastri/2022/01/06/a-return-to-the-robot-tax-debate/,2022-01-06
Qualcomm Expands Snapdragon Ride For All ADAS Levels,Adi Gaskell,https://www.forbes.com/sites/tiriasresearch/2022/01/06/qualcomm-expands-snapdragon-ride-for-all-adas-levels/,2022-01-06
"Those Fish That Rained Down From The Skies On A Texas Town Was Not A Fishy Tale (It Happened), Netting Some Quite Catchy Insights For AI Self-Driving Cars",Brad Templeton,https://www.forbes.com/sites/lanceeliot/2022/01/06/those-fish-that-rained-down-from-the-skies-on-a-texas-town-was-not-a-fishy-tale-it-happened-netting-some-quite-catchy-insights-for-ai-self-driving-cars/,2022-01-06
How Machine Learning Observability Helps America First Credit Union Stay A Step Ahead,Lance Eliot,https://www.forbes.com/sites/aparnadhinakaran/2022/01/06/how-machine-learning-observability-helps-america-first-credit-union-stay-a-step-ahead/,2022-01-06
Can AI Emulate Human Creativity?,Cindy Gordon,https://www.forbes.com/sites/naveenjoshi/2022/01/06/can-ai-emulate-human-creativity/,2022-01-06
Data Startup Labelbox Reaches Toward $1 Billion Valuation With SoftBank Funding,Naveen Joshi,https://www.forbes.com/sites/kenrickcai/2022/01/06/data-startup-labelbox-series-d-funding-from-softbank/,2022-01-05
Luminar’s Laser Sensors To Be Standard In Volvo Cars’ New EV Line,Tom Coughlin,https://www.forbes.com/sites/alanohnsman/2022/01/05/luminars-laser-sensors-to-be-standard-in-volvo-cars-new-ev-line/,2022-01-05
Tackling Education Inequality Through Skills-Based Education,Lance Eliot,https://www.forbes.com/sites/charlestowersclark/2022/01/05/tackling-education-inequality-through-skills-based-education/,2022-01-04
"Mobileye Adds VW, Ford For Maps, Zeekr For Consumer Automated Vehicles",Alan Ohnsman,https://www.forbes.com/sites/samabuelsamid/2022/01/04/mobileye-adds-vw-ford-for-maps-zeekr-for-consumer-automated-vehicles/,2022-01-04
"NVIDIA Launches Salvo Of Gaming GPUs, New Omniverse And Autonomous Driving Tech At CES 2022",Benjamin Wolff,https://www.forbes.com/sites/davealtavilla/2022/01/04/nvidia-launches-salvo-of-gaming-gpus-new-omniverse-and-autonomous-driving-tech-at-ces-2022/,2022-01-04
AutoLeap Is Building Customer Trust In A Misunderstood Industry,Brad Templeton,https://www.forbes.com/sites/hessiejones/2022/01/04/autoleap-is-building-customer-trust-in-a-misunderstood-industry/,2022-01-04
NXP Launches New Imaging Radar Chips For ADAS And Automated Driving,Aparna Dhinakaran,https://www.forbes.com/sites/samabuelsamid/2022/01/04/nxp-launches-new-imaging-radar-chips-for-adas-and-automated-driving/,2022-01-03
Self-Driving Cars 2021 Year In Review,Steve Tengler,https://www.forbes.com/sites/bradtempleton/2022/01/03/self-driving-cars-2021-year-in-review/,2022-01-03
"Look Before You Leap: Innovation, Cognitive Noise, And Informed Intuition",David Jeans,https://www.forbes.com/sites/heatherwishartsmith/2022/01/03/look-before-you-leap-innovation-cognitive-noise-and-informed-intuition/,2022-01-03
Can The Pharmaceutical Companies Use Basic Aging Biology To Develop Drugs For Age-Related Diseases?,"Alex Zhavoronkov, PhD",https://www.forbes.com/sites/alexzhavoronkov/2022/01/03/can-the-pharmaceutical-companies-use-basic-aging-biology-to-develop-drugs-for-age-related-diseases/,2022-01-03
How AR And Computer Vision Lead To Smart Policing,Lance Eliot,https://www.forbes.com/sites/naveenjoshi/2022/01/03/how-ar-and-computer-vision-lead-to-smart-policing/,2022-01-02
"Be Resolute To Reduce That Nighttime Artificial Light Pollution, Which AI Self-Driving Cars Can Help Solve (But Doing So Will Be Tricky)",Naveen Joshi,https://www.forbes.com/sites/lanceeliot/2022/01/02/be-resolute-to-reduce-that-nighttime-artificial-light-pollution-which-ai-self-driving-cars-can-help-solve-but-doing-so-will-be-tricky/,2021-12-31
Alphabet CEO Ordered To Testify About Private Browsing Confusion On Google Chrome,Geri Stengel,https://www.forbes.com/sites/johanmoreno/2021/12/31/alphabet-ceo-ordered-to-testify-about-private-browsing-confusion-on-google-chrome/,2021-12-31
YouTube TV Drops Some NBCUniversal And Sports Channels Going Into The New Year,John Koetsier,https://www.forbes.com/sites/johanmoreno/2021/12/31/youtube-tv-drops-some-nbc-and-sports-channels-going-into-the-new-year/,2021-12-31
2022: A Look Ahead,Effi Benmelech,https://www.forbes.com/sites/amirhusain/2021/12/31/2022-a-look-ahead/,2021-12-31
